#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_set_id: http://w3id.org/lambda/rocrate/core
#mapping_tool: https://w3id.org/linkml/
#creator_id: linkml_user
#mapping_date: 2026-09-09
#curie_map: 
# lambda: http://w3id.org/lambda/
# lambdarc: http://w3id.org/lambda/rocrate/
# linkml: https://w3id.org/linkml/
# sdo: http://schema.org/
# dcterms: http://purl.org/dc/terms/
# prov: http://www.w3.org/ns/prov#
# lambdax: https://lambda-ber.github.io/lambda-ber-schema/profile/saxs/0.4.0/terms/
# prof: http://www.w3.org/ns/dx/prof/
# rocrate: https://w3id.org/ro/crate/
# ORCID: https://orcid.org/
# ROR: https://ror.org/
# uniprot: http://purl.uniprot.org/uniprot/
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	comment
lambda:energy_filter_slit_width	cryoEMInstrument__energy_filter_slit_width	skos:exactMatch		mmCIF:_em_imaging.energy_filter_slit_width		skos:exactMatch	http://w3id.org/lambda/									
lambda:imaging_mode	cryoEMInstrument__imaging_mode	skos:exactMatch		mmCIF:_em_imaging.mode		skos:exactMatch	http://w3id.org/lambda/									
lambda:spotsize	cryoEMInstrument__spotsize	skos:exactMatch		mmCIF:_em_imaging.detector_spot_size		skos:exactMatch	http://w3id.org/lambda/									
lambda:blot_time	cryoEMPreparation__blot_time	skos:exactMatch		mmCIF:_em_vitrification.time_resolved_state		skos:exactMatch	http://w3id.org/lambda/									
lambda:chamber_temperature	cryoEMPreparation__chamber_temperature	skos:exactMatch		mmCIF:_em_vitrification.chamber_temperature		skos:exactMatch	http://w3id.org/lambda/									
lambda:ethane_temperature	cryoEMPreparation__ethane_temperature	skos:exactMatch		mmCIF:_em_vitrification.cryogen_name		skos:exactMatch	http://w3id.org/lambda/									
lambda:glow_discharge_applied	cryoEMPreparation__glow_discharge_applied	skos:exactMatch		mmCIF:_em_sample_support.pretreatment_type		skos:exactMatch	http://w3id.org/lambda/									
lambda:glow_discharge_atmosphere	cryoEMPreparation__glow_discharge_atmosphere	skos:exactMatch		mmCIF:_em_sample_support.pretreatment_atmosphere		skos:exactMatch	http://w3id.org/lambda/									
lambda:glow_discharge_pressure	cryoEMPreparation__glow_discharge_pressure	skos:exactMatch		mmCIF:_em_sample_support.pretreatment_pressure		skos:exactMatch	http://w3id.org/lambda/									
lambda:glow_discharge_time	cryoEMPreparation__glow_discharge_time	skos:exactMatch		mmCIF:_em_sample_support.pretreatment_time		skos:exactMatch	http://w3id.org/lambda/									
lambda:grid_material	cryoEMPreparation__grid_material	skos:exactMatch		mmCIF:_em_sample_support.grid_material		skos:exactMatch	http://w3id.org/lambda/									
lambda:grid_type	cryoEMPreparation__grid_type	skos:exactMatch		mmCIF:_em_sample_support.grid_type		skos:exactMatch	http://w3id.org/lambda/									
lambda:humidity_percentage	cryoEMPreparation__humidity_percentage	skos:exactMatch		mmCIF:_em_vitrification.chamber_humidity		skos:exactMatch	http://w3id.org/lambda/									
lambda:support_film	cryoEMPreparation__support_film	skos:exactMatch		mmCIF:_em_sample_support.grid_support_film		skos:exactMatch	http://w3id.org/lambda/									
lambda:vitrification_instrument	cryoEMPreparation__vitrification_instrument	skos:exactMatch		mmCIF:_em_vitrification.instrument		skos:exactMatch	http://w3id.org/lambda/									
lambda:vitrification_method	cryoEMPreparation__vitrification_method	skos:exactMatch		mmCIF:_em_vitrification.method		skos:exactMatch	http://w3id.org/lambda/									
lambda:cryo_protectant	crystallizationConditions__cryo_protectant	skos:exactMatch		nsls2:Cryo_Protectant		skos:exactMatch	http://w3id.org/lambda/									
lambda:crystal_id	crystallizationConditions__crystal_id	skos:exactMatch		nsls2:Crystal_ID		skos:exactMatch	http://w3id.org/lambda/									
lambda:crystal_size_um	crystallizationConditions__crystal_size_um	skos:exactMatch		nsls2:Crystal_Size		skos:exactMatch	http://w3id.org/lambda/									
lambda:crystallization_conditions	crystallizationConditions__crystallization_conditions	skos:exactMatch		nsls2:Conditions		skos:exactMatch	http://w3id.org/lambda/									
lambda:crystallization_conditions	crystallizationConditions__crystallization_conditions	skos:exactMatch		mmCIF:_exptl_crystal_grow.pdbx_details		skos:exactMatch	http://w3id.org/lambda/									
lambda:drop_volume	crystallizationConditions__drop_volume	skos:exactMatch		nsls2:Drop_Volume		skos:exactMatch	http://w3id.org/lambda/									
lambda:method	crystallizationConditions__method	skos:exactMatch		nsls2:Method		skos:exactMatch	http://w3id.org/lambda/									
lambda:method	crystallizationConditions__method	skos:exactMatch		mmCIF:_exptl_crystal_grow.method		skos:exactMatch	http://w3id.org/lambda/									
lambda:data_type	data_type	skos:exactMatch		lambda:data_type		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:beam_center_x_px	dataCollectionStrategy__beam_center_x_px	skos:exactMatch		mmCIF:_diffrn_detector.beam_center_x		skos:exactMatch	http://w3id.org/lambda/									
lambda:beam_center_y_px	dataCollectionStrategy__beam_center_y_px	skos:exactMatch		mmCIF:_diffrn_detector.beam_center_y		skos:exactMatch	http://w3id.org/lambda/									
lambda:detector_distance_mm	dataCollectionStrategy__detector_distance_mm	skos:exactMatch		mmCIF:_diffrn_detector.distance		skos:exactMatch	http://w3id.org/lambda/									
lambda:energy	dataCollectionStrategy__energy	skos:exactMatch		nsls2:Energy		skos:exactMatch	http://w3id.org/lambda/									
lambda:exposure_time	dataCollectionStrategy__exposure_time	skos:exactMatch		nsls2:Exposure_time		skos:exactMatch	http://w3id.org/lambda/									
lambda:exposure_time	dataCollectionStrategy__exposure_time	skos:exactMatch		ispyb:DataCollection.exposureTime		skos:exactMatch	http://w3id.org/lambda/									
lambda:flux_photons_per_s	dataCollectionStrategy__flux_photons_per_s	skos:exactMatch		mmCIF:_diffrn_source.pdbx_flux		skos:exactMatch	http://w3id.org/lambda/									
lambda:oscillation_per_image_deg	dataCollectionStrategy__oscillation_per_image_deg	skos:exactMatch		mmCIF:_diffrn_scan.angle_increment		skos:exactMatch	http://w3id.org/lambda/									
lambda:pixel_size_calibrated	dataCollectionStrategy__pixel_size_calibrated	skos:exactMatch		mmCIF:_em_image_recording.calibrated_pixel_size		skos:exactMatch	http://w3id.org/lambda/									
lambda:sweep_start	dataCollectionStrategy__sweep_start	skos:exactMatch		mmCIF:_diffrn_scan_axis.angle_start		skos:exactMatch	http://w3id.org/lambda/									
lambda:temperature_k	dataCollectionStrategy__temperature_k	skos:exactMatch		mmCIF:_diffrn.ambient_temp		skos:exactMatch	http://w3id.org/lambda/									
lambda:total_rotation_deg	dataCollectionStrategy__total_rotation_deg	skos:exactMatch		mmCIF:_diffrn_scan_axis.angle_range		skos:exactMatch	http://w3id.org/lambda/									
lambda:wavelength_a	dataCollectionStrategy__wavelength_a	skos:exactMatch		mmCIF:_diffrn_radiation_wavelength.wavelength		skos:exactMatch	http://w3id.org/lambda/									
lambda:data_type	dataFile__data_type	skos:closeMatch		IHMCIF:_ihm_dataset_list.data_type		skos:closeMatch	http://w3id.org/lambda/									
lambda:file_format	dataFile__file_format	skos:closeMatch		IHMCIF:_ihm_external_files.file_format		skos:closeMatch	http://w3id.org/lambda/									
lambda:file_path	dataFile__file_path	skos:closeMatch		IHMCIF:_ihm_external_files.file_path		skos:closeMatch	http://w3id.org/lambda/									
lambda:file_role	dataFile__file_role	skos:relatedMatch		IHMCIF:_ihm_external_files.content_type		skos:relatedMatch	http://w3id.org/lambda/									
lambda:file_size_bytes	dataFile__file_size_bytes	skos:closeMatch		IHMCIF:_ihm_external_files.file_size_bytes		skos:closeMatch	http://w3id.org/lambda/									
lambda:related_entity	dataFile__related_entity	skos:relatedMatch		IHMCIF:_ihm_dataset_list.id		skos:relatedMatch	http://w3id.org/lambda/									
lambda:storage_uri	dataFile__storage_uri	skos:relatedMatch		IHMCIF:_ihm_external_reference_info.associated_url		skos:relatedMatch	http://w3id.org/lambda/									
lambda:storage_uri	dataFile__storage_uri	skos:relatedMatch		IHMCIF:_ihm_external_files.file_path		skos:relatedMatch	http://w3id.org/lambda/									
sdo:name	DefinedTermEntity_name	skos:exactMatch		lambda:title		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:definition	definition	skos:closeMatch		lambdax:definition		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:derived	derived	skos:closeMatch		lambdax:derived		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
sdo:description	description	skos:exactMatch		lambda:description		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:isDesignated	designated_flag	skos:closeMatch		lambdax:designated		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambda:detector	detector	skos:exactMatch		lambda:detector		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:doe_office	doe_office	skos:exactMatch		lambda:doe_office		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
sdo:email	email	skos:exactMatch		lambda:email		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
sdo:encodingFormat	encoding_format	skos:closeMatch		lambda:file_format		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
sdo:endTime	end_time	skos:exactMatch		lambda:end_time		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
prov:endedAtTime	ended_at_time	skos:exactMatch		lambda:completed_at		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:estimator	estimator	skos:closeMatch		lambdax:estimator		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:admissibility	EstimatorDescriptor_admissibility	skos:closeMatch		lambdax:admissibility		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambdarc:definition	EstimatorDescriptor_definition	skos:closeMatch		lambdax:definition		skos:closeMatch	http://w3id.org/lambda/rocrate/core									
lambda:experiment_code	experiment_code	skos:exactMatch		lambda:experiment_code		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:experiment_date	experiment_date	skos:exactMatch		lambda:experiment_date		skos:exactMatch	http://w3id.org/lambda/rocrate/core									
lambda:beam_center_x	experimentRun__beam_center_x	skos:exactMatch		nsls2:Beam_xy_x		skos:exactMatch	http://w3id.org/lambda/									
lambda:beam_center_x	experimentRun__beam_center_x	skos:exactMatch		imgCIF:_diffrn_detector.beam_centre_x		skos:exactMatch	http://w3id.org/lambda/									
lambda:beam_center_x	experimentRun__beam_center_x	skos:exactMatch		mmCIF:_diffrn_detector.beam_center_x		skos:exactMatch	http://w3id.org/lambda/									
lambda:beam_center_x	experimentRun__beam_center_x	skos:exactMatch		ispyb:DataCollection.xBeam		skos:exactMatch	http://w3id.org/lambda/									
lambda:beam_center_y	experimentRun__beam_center_y	skos:exactMatch		nsls2:Beam_xy_y		skos:exactMatch	http://w3id.org/lambda/									
lambda:beam_center_y	experimentRun__beam_center_y	skos:exactMatch		imgCIF:_diffrn_detector.beam_centre_y		skos:exactMatch	http://w3id.org/lambda/									
lambda:beam_center_y	experimentRun__beam_center_y	skos:exactMatch		mmCIF:_diffrn_detector.beam_center_y		skos:exactMatch	http://w3id.org/lambda/									
